age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,score
53,0,F,African-American,Male,13,91,1
61,0,F,African-American,Male,5,12,1
33,0,F,African-American,Male,3,0,1
28,1,F,African-American,Female,3,4,1
24,1,F,African-American,Male,3,0,1
32,0,F,Other,Male,8,2,1
31,0,F,Other,Male,0,80,0
42,0,F,African-American,Male,7,0,1
52,0,F,African-American,Female,0,2,1
26,1,M,Other,Male,1,0,1
28,1,M,African-American,Male,0,0,1
49,0,F,Other,Female,0,0,1
23,1,F,African-American,Male,0,0,1
26,0,M,African-American,Female,0,6,0
43,0,F,African-American,Male,2,5,1
30,1,F,African-American,Male,2,1,1
47,0,F,Other,Male,3,0,1
20,0,F,African-American,Female,0,0,1
36,0,M,African-American,Female,1,0,1
23,0,M,African-American,Male,1,2,1
48,0,F,Other,Male,0,1,1
56,0,F,Other,Male,2,2,1
26,1,M,African-American,Male,9,1,0
52,0,M,Other,Male,1,1,1
26,0,F,African-American,Male,0,0,1
34,0,F,African-American,Male,1,1,1
29,1,F,Other,Male,3,1,1
47,0,F,African-American,Male,9,64,1
31,0,F,African-American,Male,9,0,1
22,1,F,African-American,Male,13,0,0
38,0,F,African-American,Male,5,1,1
34,1,F,African-American,Male,16,1,0
24,1,F,Other,Male,3,-1,1
26,1,F,Other,Male,0,0,1
40,0,F,Other,Female,0,1,1
26,1,M,African-American,Male,0,0,1
49,0,M,Other,Male,1,0,1
27,0,F,African-American,Male,11,3,0
24,0,F,African-American,Male,0,0,0
34,0,F,African-American,Male,1,-1,1
20,0,M,Other,Female,0,1,1
27,1,F,African-American,Male,1,1,1
38,1,F,African-American,Male,10,10,1
20,1,F,Other,Male,0,1,1
21,1,F,African-American,Male,1,3,0
32,1,F,Other,Female,6,8,1
57,1,M,Other,Male,0,-1,1
31,0,M,Other,Male,3,0,1
46,0,F,African-American,Male,0,1,1
53,0,M,Other,Male,0,0,1
42,0,M,Other,Male,6,1,1
28,1,F,Other,Male,2,10,1
27,0,F,Other,Male,1,0,1
50,0,F,Other,Male,1,1,1
30,1,F,African-American,Female,8,45,1
33,0,F,African-American,Female,2,0,1
39,0,F,Other,Male,1,0,1
25,1,F,African-American,Male,5,0,0
23,0,F,African-American,Female,0,25,1
47,0,F,Other,Female,0,3,1
29,0,F,African-American,Male,2,37,1
29,0,M,Other,Male,3,0,1
40,0,F,African-American,Male,2,3,1
35,1,M,Other,Male,3,9,1
38,0,F,African-American,Male,9,2,1
25,1,M,Other,Female,2,1,1
44,0,M,African-American,Male,1,0,1
21,1,F,Other,Male,0,2,1
30,0,F,African-American,Female,3,26,1
52,1,F,African-American,Male,16,0,0
29,1,M,African-American,Male,1,99,1
36,0,M,Other,Male,0,2,1
40,0,M,African-American,Female,4,1,1
38,0,M,Other,Male,2,28,1
48,1,F,African-American,Male,7,2,1
22,0,M,African-American,Male,4,0,1
28,1,F,African-American,Male,12,76,0
51,1,F,African-American,Male,9,35,0
27,0,F,African-American,Male,0,17,1
31,0,F,Other,Male,0,2,1
45,0,F,Other,Male,0,1,1
34,1,F,African-American,Male,19,4,0
41,1,M,Other,Male,3,1,1
25,0,F,Other,Male,3,7,1
24,0,M,Other,Male,0,0,1
22,1,M,Other,Male,3,10,0
34,0,M,African-American,Male,3,0,1
25,0,M,African-American,Male,0,0,1
55,0,M,Other,Male,0,10,1
26,1,F,African-American,Male,3,47,1
33,0,M,Other,Male,3,0,1
42,0,F,Other,Male,0,1,1
64,0,M,African-American,Male,13,1,1
31,0,M,African-American,Male,0,0,1
24,0,F,Other,Female,0,1,0
26,1,F,Other,Male,5,-1,0
55,1,F,Other,Male,13,0,1
22,1,F,African-American,Male,0,149,1
36,0,F,African-American,Male,15,1,1
29,0,F,African-American,Male,5,1,0
24,0,F,Other,Male,1,0,1
56,0,F,Other,Male,0,1,1
42,0,M,Other,Female,0,0,1
26,0,F,African-American,Male,0,0,1
24,0,F,Other,Male,0,1,1
74,0,F,African-American,Female,0,0,1
25,0,M,African-American,Male,1,0,1
22,1,F,Other,Male,1,0,1
22,1,F,African-American,Male,0,71,1
25,0,F,Other,Male,1,1,1
38,1,F,Other,Male,10,0,0
50,1,M,African-American,Male,24,32,0
30,0,F,Other,Male,3,25,1
54,0,F,Other,Male,0,27,1
48,1,F,Other,Male,3,0,1
26,1,M,African-American,Male,4,1,0
22,1,F,Other,Male,0,0,1
26,0,M,Other,Male,3,2,1
24,0,F,Other,Male,2,9,1
59,0,F,Other,Male,0,1,1
67,1,M,African-American,Male,4,27,1
49,0,M,African-American,Male,4,0,1
37,0,M,Other,Female,0,1,1
32,1,F,Other,Male,3,-1,1
22,0,M,African-American,Female,1,-1,1
59,0,F,African-American,Male,1,0,1
21,1,F,African-American,Male,1,1,1
30,1,F,African-American,Male,1,0,1
24,0,M,African-American,Male,0,1,1
33,1,F,African-American,Male,2,28,0
36,1,M,Other,Female,4,2,1
26,1,F,Other,Male,3,1,1
50,1,M,Other,Male,9,1,1
29,0,M,African-American,Female,1,-1,1
23,1,F,Other,Male,0,0,1
46,0,F,Other,Male,1,10,1
32,0,F,Other,Female,5,4,1
43,0,M,Other,Male,1,1,1
20,0,F,African-American,Male,0,1,1
23,1,F,African-American,Male,4,192,0
43,0,M,African-American,Female,9,1,0
56,0,M,Other,Male,5,0,1
27,1,F,African-American,Male,5,28,0
36,0,F,African-American,Male,2,0,1
29,0,F,African-American,Male,6,26,1
22,0,F,Other,Male,0,0,1
29,0,M,African-American,Male,0,1,1
34,0,M,African-American,Male,1,2,1
31,0,F,African-American,Male,2,0,1
43,0,M,African-American,Male,0,0,1
20,1,F,Other,Male,1,1,1
23,0,M,Other,Male,0,0,1
25,1,F,African-American,Male,1,0,1
35,1,F,African-American,Male,6,10,0
37,0,M,Other,Male,6,1,1
32,1,F,Other,Male,10,6,1
27,0,M,African-American,Male,1,2,1
22,1,M,Other,Male,0,9,1
30,1,M,African-American,Male,18,1,0
30,1,F,African-American,Female,10,0,0
43,1,F,Other,Male,1,69,1
39,0,F,African-American,Female,1,62,1
27,0,F,Other,Male,0,1,1
21,1,F,African-American,Male,1,1,0
50,0,M,African-American,Female,7,1,1
33,0,F,Other,Female,0,0,1
32,0,F,African-American,Male,3,1,1
30,1,F,Other,Male,1,0,1
30,1,F,Other,Male,5,2,1
32,0,F,Other,Male,0,0,1
51,1,F,Other,Male,6,0,1
40,0,M,Other,Male,2,1,1
24,1,M,African-American,Male,2,12,1
25,1,F,African-American,Male,15,2,0
29,0,M,Other,Male,0,0,1
34,0,F,Other,Male,3,1,1
51,0,F,African-American,Male,3,3,1
33,1,F,African-American,Male,28,1,0
30,1,M,Other,Male,0,1,1
23,0,M,Other,Male,0,0,1
49,1,F,African-American,Male,1,19,1
24,0,F,Other,Male,2,91,0
37,0,M,African-American,Male,3,0,1
57,0,F,African-American,Male,11,140,1
38,0,F,African-American,Male,15,55,1
27,1,F,African-American,Male,1,0,1
36,0,F,African-American,Male,0,0,1
30,0,F,Other,Female,1,1,1
57,0,M,Other,Male,0,1,1
20,0,F,African-American,Male,1,2,1
44,1,F,Other,Male,2,1,1
21,1,M,African-American,Male,1,0,1
39,0,F,Other,Male,2,18,1
21,1,M,Other,Female,0,2,1
47,0,M,Other,Male,0,1,1
36,0,M,Other,Male,1,0,1
30,0,F,Other,Male,0,0,1
35,0,F,Other,Male,2,8,1
30,0,M,African-American,Male,5,0,1
22,0,M,Other,Male,0,0,1
29,1,F,Other,Male,3,0,1
23,0,F,African-American,Female,1,1,1
31,0,F,African-American,Female,0,2,1
34,1,F,Other,Male,5,1,1
43,0,M,Other,Female,0,0,1
26,1,M,African-American,Female,2,0,1
52,1,M,African-American,Male,7,0,1
51,0,F,African-American,Male,1,162,1
38,1,M,Other,Female,1,16,1
34,1,F,African-American,Male,27,118,0
27,1,M,African-American,Male,5,37,0
38,1,M,African-American,Male,2,10,1
57,0,M,African-American,Male,8,5,1
33,1,F,African-American,Male,0,0,1
22,1,M,African-American,Male,1,0,1
48,0,M,Other,Male,0,-1,1
41,0,F,Other,Male,0,0,1
77,0,M,Other,Male,1,3,1
35,1,F,African-American,Female,6,1,1
28,0,F,African-American,Male,0,0,1
31,1,F,Other,Male,4,1,0
28,1,F,Other,Male,5,20,1
34,1,F,African-American,Male,22,1,1
56,0,M,Other,Male,0,1,1
53,1,M,Other,Male,1,2,1
40,0,F,Other,Female,0,0,1
29,0,F,African-American,Male,2,160,0
29,1,F,African-American,Male,12,5,0
29,1,M,Other,Male,0,0,1
53,1,M,African-American,Male,18,41,1
25,1,F,African-American,Male,0,90,1
21,1,M,African-American,Male,0,0,1
44,0,M,African-American,Female,0,1,1
44,0,M,Other,Male,1,0,1
44,0,M,Other,Female,0,1,1
28,0,M,African-American,Male,1,1,1
34,0,F,African-American,Male,1,0,1
52,1,F,African-American,Female,2,1,1
51,0,F,Other,Male,2,34,1
29,0,F,African-American,Male,4,80,0
33,1,F,African-American,Female,0,29,0
29,1,M,Other,Male,2,25,1
25,1,F,Other,Male,2,1,1
31,1,M,African-American,Female,0,1,1
31,0,M,Other,Female,0,0,1
48,1,F,African-American,Male,9,3,1
30,1,F,African-American,Male,0,0,1
38,0,M,Other,Male,0,0,1
28,1,M,African-American,Female,10,3,1
32,0,M,African-American,Male,0,0,0
28,0,F,African-American,Female,1,0,1
24,1,F,African-American,Male,1,0,1
24,1,F,Other,Male,1,1,1
21,0,F,African-American,Female,1,4,0
56,0,F,Other,Male,0,1,1
56,1,F,African-American,Male,31,0,1
51,0,F,Other,Male,0,-1,1
42,0,M,African-American,Male,4,0,1
56,0,M,African-American,Male,9,0,0
54,1,M,African-American,Male,12,118,1
23,0,F,African-American,Male,0,1,1
59,1,M,African-American,Male,15,14,1
32,0,F,African-American,Male,9,111,0
33,0,M,African-American,Female,1,1,1
21,0,M,Other,Female,0,0,1
39,1,F,Other,Male,9,1,1
24,1,F,African-American,Male,0,9,1
47,0,F,Other,Male,2,6,1
38,1,F,African-American,Male,1,7,1
37,0,M,African-American,Male,8,1,1
39,1,F,African-American,Male,13,1,0
50,0,F,Other,Male,0,0,1
24,1,F,African-American,Male,3,0,1
54,0,F,Other,Male,0,-1,1
25,0,F,Other,Male,0,1,1
37,0,M,African-American,Male,18,1,0
50,0,F,Other,Male,0,30,1
37,1,F,African-American,Male,17,1,0
34,0,M,Other,Female,1,1,1
23,1,F,African-American,Male,4,0,1
20,1,M,African-American,Male,0,4,0
43,1,F,Other,Female,0,1,1
42,0,F,African-American,Male,1,0,1
35,0,F,African-American,Male,13,0,0
57,1,M,African-American,Male,8,-1,1
36,1,F,Other,Male,1,106,1
34,0,M,Other,Male,5,1,1
26,0,F,African-American,Male,0,0,1
57,1,F,African-American,Male,28,2,0
53,0,M,Other,Male,0,1,1
55,0,M,Other,Male,0,1,1
26,0,F,Other,Male,0,1,1
23,1,F,African-American,Male,3,3,1
44,0,F,African-American,Male,0,0,1
24,1,M,African-American,Male,1,1,1
22,1,M,Other,Male,2,13,1
26,1,F,African-American,Male,9,79,0
44,1,M,Other,Male,2,-1,1
38,1,M,Other,Female,1,1,1
53,1,M,Other,Male,8,4,1
28,0,M,Other,Male,3,0,1
34,1,F,African-American,Male,20,26,0
53,0,M,Other,Female,0,0,1
25,1,F,African-American,Male,5,236,0
25,0,F,African-American,Male,3,1,0
23,1,M,African-American,Male,2,80,0
25,0,F,African-American,Male,1,0,1
68,0,F,African-American,Female,5,0,1
26,0,F,Other,Male,2,0,1
52,0,F,Other,Male,0,0,1
29,0,F,African-American,Male,0,0,1
27,1,F,African-American,Female,1,0,1
34,1,M,Other,Male,5,6,1
22,0,F,African-American,Female,0,1,1
31,1,F,African-American,Female,7,1,1
38,0,M,African-American,Male,5,5,1
52,0,M,African-American,Male,4,1,1
57,0,M,Other,Female,0,0,1
35,0,F,Other,Male,0,101,1
40,0,F,African-American,Female,0,-1,1
22,1,F,African-American,Male,3,26,0
21,0,F,Other,Male,1,0,1
24,1,F,African-American,Female,2,1,1
45,0,F,Other,Male,0,0,1
23,1,F,Other,Male,4,-1,1
37,0,M,Other,Female,0,0,1
27,1,M,African-American,Male,2,9,1
26,1,F,African-American,Male,2,3,1
31,1,F,Other,Male,1,0,1
27,0,M,African-American,Female,0,1,1
34,0,F,Other,Female,2,1,1
61,0,F,Other,Female,0,1,1
22,1,M,African-American,Male,1,16,1
22,1,F,African-American,Male,0,0,1
51,0,M,Other,Female,0,0,1
23,1,M,African-American,Female,2,1,1
21,1,F,Other,Male,0,1,1
28,1,F,African-American,Male,9,16,1
23,0,F,African-American,Male,0,2,1
48,0,M,Other,Male,1,1,1
35,0,M,African-American,Male,1,0,1
58,0,M,Other,Male,5,2,1
29,1,F,African-American,Male,12,0,1
70,0,F,Other,Female,0,0,1
21,1,F,African-American,Male,0,8,0
63,0,F,African-American,Male,1,1,1
51,0,M,Other,Male,0,91,1
52,0,F,Other,Male,10,149,1
55,0,M,Other,Male,2,13,1
25,1,M,African-American,Male,0,-1,1
29,1,F,African-American,Male,0,12,1
25,1,M,African-American,Male,3,0,0
42,1,F,Other,Male,1,51,1
28,1,M,African-American,Male,0,1,1
45,0,M,African-American,Male,3,1,1
20,0,F,African-American,Female,1,2,0
22,0,M,African-American,Male,0,2,0
32,0,M,African-American,Female,0,0,1
35,1,M,Other,Male,1,0,1
29,0,F,Other,Male,3,177,1
27,0,F,African-American,Male,4,33,0
32,0,M,Other,Male,0,1,1
32,1,F,Other,Male,6,2,1
24,1,F,Other,Male,1,0,1
30,0,M,African-American,Male,3,206,1
37,0,F,Other,Male,1,1,1
39,0,F,African-American,Male,4,118,0
34,1,F,Other,Male,14,40,0
43,1,M,African-American,Male,0,1,1
40,0,M,Other,Male,0,-1,1
37,0,M,Other,Male,2,12,1
51,0,M,African-American,Male,5,0,1
28,0,M,Other,Male,2,1,1
37,0,M,African-American,Male,0,1,1
31,0,F,African-American,Female,3,61,1
52,1,F,Other,Male,5,6,1
43,0,M,Other,Male,0,0,1
57,0,F,Other,Male,0,1,1
47,0,F,Other,Male,0,2,1
28,1,F,Other,Male,2,2,1
26,0,M,African-American,Male,0,1,1
28,1,M,African-American,Male,3,8,1
48,0,F,African-American,Male,6,1,1
21,0,F,Other,Male,1,0,1
36,1,F,African-American,Male,4,2,1
40,0,M,African-American,Female,2,100,1
28,1,F,Other,Male,0,1,1
38,0,M,Other,Male,2,1,1
25,0,F,Other,Male,2,0,1
24,1,M,African-American,Male,0,1,1
52,0,M,Other,Female,0,0,1
27,1,F,African-American,Female,4,0,1
45,1,F,Other,Male,9,54,0
25,1,M,Other,Male,5,0,1
21,0,F,Other,Female,0,2,1
77,0,M,African-American,Male,0,-1,1
69,1,M,Other,Male,0,2,1
31,0,M,Other,Male,0,9,1
22,0,M,Other,Female,1,17,0
33,1,F,African-American,Male,16,0,0
54,0,M,Other,Male,4,3,1
42,1,F,African-American,Female,17,8,0
67,0,M,Other,Male,0,1,1
36,0,F,African-American,Male,5,0,1
34,1,F,Other,Female,0,62,1
34,1,M,Other,Male,0,-1,1
49,1,F,African-American,Female,25,9,0
22,1,F,African-American,Male,1,5,0
20,1,F,Other,Male,0,1,1
51,0,M,Other,Male,0,1,1
38,0,F,African-American,Male,2,1,1
37,0,F,African-American,Male,0,0,0
34,0,M,Other,Male,0,0,1
29,1,F,African-American,Male,3,1,1
24,0,F,African-American,Male,1,0,1
58,0,M,Other,Male,8,1,1
29,1,M,African-American,Male,10,108,0
35,0,F,African-American,Male,0,1,1
23,1,F,African-American,Male,7,1,0
24,1,F,Other,Male,3,39,1
25,1,F,African-American,Male,4,169,0
28,0,F,African-American,Female,0,29,0
57,0,F,African-American,Male,12,50,0
22,1,M,African-American,Male,0,1,1
22,0,F,Other,Male,0,3,1
40,0,M,Other,Female,0,0,1
44,0,M,Other,Male,0,1,1
26,1,M,African-American,Male,10,5,1
52,1,F,Other,Male,4,7,1
21,1,F,African-American,Female,0,33,0
59,0,M,African-American,Male,2,0,1
28,0,M,African-American,Female,0,0,1
37,0,M,Other,Male,0,0,1
32,0,F,Other,Male,0,0,1
30,1,F,Other,Female,3,530,1
35,0,F,Other,Male,0,0,1
58,0,M,Other,Male,0,0,1
29,1,F,African-American,Male,15,1,1
25,0,M,Other,Male,0,0,1
24,1,F,African-American,Male,4,1,1
43,0,F,African-American,Male,5,0,0
31,0,M,African-American,Male,1,1,1
21,1,M,African-American,Male,2,35,0
24,0,F,Other,Male,0,1,1
57,0,F,Other,Male,2,2,1
56,0,F,African-American,Male,6,1,1
33,0,M,Other,Male,0,1,1
64,0,M,Other,Female,0,0,1
37,0,F,African-American,Male,24,19,0
23,0,F,African-American,Male,1,35,1
29,1,M,African-American,Male,0,1,1
32,1,M,Other,Male,1,0,1
58,0,F,Other,Male,1,3,1
42,1,F,African-American,Male,0,34,0
51,0,M,Other,Male,0,0,1
22,0,M,Other,Male,0,0,1
31,1,F,African-American,Male,4,0,1
25,0,M,African-American,Male,0,0,1
26,1,M,African-American,Male,1,1,0
33,1,F,Other,Male,0,83,1
26,1,F,African-American,Female,6,3,1
46,0,F,Other,Male,0,1,1
38,1,F,African-American,Female,7,39,0
21,1,F,African-American,Male,0,34,0
62,0,F,Other,Male,0,3,1
27,0,F,Other,Female,0,5,1
54,1,M,Other,Male,2,1,1
48,1,M,Other,Male,0,0,1
50,1,M,Other,Male,9,28,1
31,1,M,African-American,Female,1,1,1
34,0,F,Other,Male,11,1,1
31,0,M,African-American,Male,1,1,1
57,0,M,Other,Female,1,0,1
22,1,F,African-American,Female,0,0,1
29,0,F,African-American,Male,0,1,1
25,1,F,African-American,Male,1,28,1
25,0,F,Other,Male,0,1,1
21,1,M,Other,Male,4,33,1
41,0,M,Other,Male,9,32,1
26,1,F,Other,Male,1,16,1
58,1,F,African-American,Male,0,1,1
21,1,F,Other,Male,1,1,1
24,1,M,African-American,Male,0,1,0
30,0,F,Other,Male,1,28,1
50,0,F,Other,Male,0,2,1
30,1,M,African-American,Male,1,1,1
26,0,M,African-American,Male,6,1,1
23,0,F,Other,Male,0,5,1
25,1,F,Other,Male,0,3,1
36,0,M,African-American,Male,2,0,1
37,0,M,Other,Female,0,1,1
25,1,M,African-American,Female,1,1,0
25,1,M,Other,Male,0,0,1
51,0,M,Other,Female,0,1,1
29,0,F,Other,Male,0,-1,1
33,0,F,Other,Female,0,1,1
52,0,F,Other,Male,0,0,1
35,0,F,African-American,Male,6,0,1
55,0,M,Other,Male,0,0,1
71,0,M,Other,Male,1,3,1
24,1,F,African-American,Male,5,1,1
66,0,M,Other,Male,0,1,1
23,1,F,African-American,Female,1,28,1
58,0,M,Other,Male,1,2,1
26,0,F,Other,Female,0,0,1
24,1,F,Other,Male,8,12,1
32,1,F,African-American,Male,22,0,0
36,1,F,Other,Male,1,2,1
26,1,M,African-American,Male,1,13,1
27,1,F,African-American,Male,8,49,1
24,1,F,African-American,Male,2,1,1
21,0,F,Other,Male,1,0,1
34,1,M,Other,Male,1,0,1
40,0,F,Other,Male,0,0,1
24,0,F,Other,Male,6,7,0
38,0,M,African-American,Male,8,1,1
29,0,M,African-American,Female,0,1,1
46,0,F,Other,Female,0,0,1
57,0,F,Other,Male,0,6,1
33,0,F,Other,Female,0,0,1
29,1,F,Other,Female,11,34,0
41,1,F,African-American,Female,8,65,0
26,1,F,African-American,Male,5,22,1
23,1,M,African-American,Male,4,11,0
34,1,F,Other,Female,12,3,0
48,1,M,African-American,Male,7,4,1
39,0,F,Other,Male,1,14,1
31,0,M,African-American,Male,0,21,1
39,0,F,African-American,Male,1,13,1
39,0,M,Other,Female,0,0,1
37,0,M,Other,Male,0,0,1
22,1,F,Other,Male,1,17,1
47,0,M,Other,Female,0,0,1
35,0,M,Other,Female,1,0,1
30,1,F,Other,Male,1,0,1
38,1,M,African-American,Male,17,1,1
28,1,F,African-American,Male,1,5,1
21,1,F,African-American,Male,0,6,0
28,1,F,Other,Male,0,0,1
55,0,F,African-American,Female,2,1,1
26,1,F,Other,Male,0,1,1
25,0,F,African-American,Female,0,5,1
42,0,F,African-American,Male,0,1,1
22,1,M,Other,Male,4,2,0
43,0,M,African-American,Male,2,2,1
30,1,M,African-American,Male,8,1,0
30,0,M,African-American,Female,0,0,1
20,1,F,African-American,Male,0,1,1
48,0,F,Other,Male,2,0,1
39,1,F,Other,Male,10,1,0
25,0,F,African-American,Female,4,1,1
33,0,M,African-American,Male,6,0,1
42,0,F,Other,Male,0,0,1
39,0,F,Other,Male,3,2,1
53,0,M,Other,Male,8,5,1
51,0,F,African-American,Male,1,0,1
50,0,M,Other,Male,4,26,1
25,1,M,Other,Male,2,1,1
25,1,F,African-American,Male,0,0,1
35,0,F,Other,Female,0,1,1
31,1,F,Other,Male,1,1,1
74,0,F,Other,Male,2,9,1
55,0,M,Other,Male,0,1,1
39,0,F,Other,Male,2,8,1
26,1,F,African-American,Female,3,0,0
77,1,M,African-American,Male,1,2,1
49,0,M,African-American,Male,1,-1,1
34,1,F,Other,Female,5,0,1
29,1,F,Other,Male,0,0,1
28,0,F,African-American,Female,1,0,1
27,1,F,African-American,Male,7,4,0
30,1,M,African-American,Male,0,0,1
51,0,M,Other,Male,1,1,1
43,1,F,African-American,Male,1,31,1
19,1,F,Other,Male,1,8,0
23,1,F,Other,Male,2,58,1
43,1,F,African-American,Male,9,0,1
28,1,F,African-American,Male,2,2,1
51,0,M,African-American,Male,4,7,1
30,0,M,Other,Male,0,0,1
24,0,F,Other,Female,0,1,1
32,1,F,African-American,Male,2,1,1
29,1,F,African-American,Female,11,23,0
30,1,F,Other,Male,0,1,1
29,1,M,Other,Male,7,27,1
28,0,F,Other,Male,11,1,1
29,0,M,African-American,Male,0,1,1
33,1,F,Other,Male,4,1,1
30,1,F,Other,Female,4,1,1
35,1,F,African-American,Male,8,10,1
34,0,F,African-American,Male,2,1,1
52,0,F,Other,Male,20,27,1
22,0,F,African-American,Male,0,9,1
68,1,F,Other,Male,7,5,1
27,0,M,Other,Female,0,0,1
33,0,M,African-American,Female,0,1,1
20,1,F,African-American,Male,0,1,1
24,0,M,African-American,Male,0,0,1
41,1,F,Other,Male,0,1,1
24,1,F,African-American,Male,2,0,1
27,0,M,African-American,Male,0,0,1
41,0,M,African-American,Male,7,1,1
52,0,F,Other,Male,2,1,1
31,1,F,Other,Male,3,1,1
22,0,M,Other,Male,0,0,1
22,0,F,Other,Female,0,2,1
27,1,M,African-American,Male,0,0,1
31,0,F,African-American,Male,2,1,1
29,0,M,African-American,Male,8,5,0
36,1,M,Other,Male,1,39,0
28,0,M,Other,Female,3,45,1
42,1,F,Other,Male,1,0,1
27,0,M,African-American,Male,0,1,1
38,0,F,Other,Male,0,2,1
55,0,F,Other,Female,0,0,1
23,0,F,Other,Male,0,1,1
27,0,F,Other,Male,2,1,1
42,1,F,African-American,Female,8,1,0
20,0,F,African-American,Female,0,-1,0
30,1,F,African-American,Male,13,474,0
21,0,F,African-American,Male,1,1,0
36,0,M,African-American,Male,0,2,1
31,0,F,Other,Male,0,81,1
24,0,F,African-American,Male,3,93,1
20,0,F,African-American,Female,0,0,1
35,0,M,Other,Female,0,1,1
37,1,F,African-American,Male,26,1,0
23,0,M,Other,Female,1,1,1
59,0,M,Other,Female,0,0,1
44,1,F,Other,Male,1,0,1
51,0,F,Other,Male,1,3,1
30,1,F,African-American,Male,1,132,1
59,0,F,African-American,Male,1,1,1
61,0,F,African-American,Male,12,241,1
39,1,F,Other,Male,2,4,1
32,0,F,Other,Male,3,86,1
28,1,F,African-American,Male,5,170,1
34,0,F,Other,Male,0,0,1
37,0,F,African-American,Male,0,13,1
60,1,M,Other,Male,0,3,1
64,1,M,African-American,Female,1,0,1
26,0,M,Other,Male,1,0,1
31,0,F,Other,Male,0,2,1
26,1,F,African-American,Male,0,-1,1
40,0,M,Other,Male,0,0,1
28,0,F,African-American,Female,4,2,1
30,0,M,African-American,Male,4,5,0
22,0,F,African-American,Male,0,-1,1
52,0,F,African-American,Male,7,181,1
20,1,M,Other,Male,0,23,1
43,0,F,African-American,Female,2,2,1
33,0,F,Other,Male,1,20,1
35,1,F,Other,Male,2,2,1
30,0,F,Other,Male,1,17,1
46,1,F,African-American,Male,17,6,0
48,0,F,African-American,Female,0,1,1
25,1,F,African-American,Male,1,0,1
25,0,F,African-American,Male,2,18,1
37,0,M,Other,Male,0,0,1
21,0,M,African-American,Female,0,0,1
59,0,F,Other,Male,2,18,1
23,0,F,African-American,Male,0,0,1
23,1,F,Other,Female,5,0,1
38,1,F,Other,Male,5,0,1
56,0,M,Other,Male,1,3,1
33,0,M,African-American,Female,3,2,1
30,1,M,African-American,Male,11,1,0
29,1,F,African-American,Male,3,0,0
28,1,F,African-American,Male,1,0,1
24,1,F,Other,Male,3,17,0
70,0,F,African-American,Female,1,1,1
25,1,F,Other,Male,0,0,1
36,0,F,Other,Male,1,1,1
26,0,M,Other,Male,3,0,0
25,0,F,African-American,Male,0,1,1
23,0,F,African-American,Male,0,1,1
28,1,F,African-American,Male,9,53,1
26,0,M,African-American,Male,0,0,1
32,1,F,African-American,Male,15,7,0
29,0,F,Other,Male,0,1,1
63,0,F,African-American,Female,1,0,1
32,0,F,African-American,Male,1,-1,1
53,1,M,Other,Male,3,2,1
36,0,F,African-American,Male,4,1,1
31,1,F,Other,Male,4,5,1
23,1,F,Other,Female,0,1,1
35,1,F,Other,Male,3,9,1
22,1,F,African-American,Male,0,32,1
43,1,M,African-American,Male,3,1,1
37,1,F,Other,Male,1,0,1
33,0,M,Other,Male,0,1,1
21,0,F,Other,Male,0,-1,1
31,1,M,Other,Male,3,0,1
20,1,F,African-American,Male,0,0,1
34,1,M,African-American,Male,21,5,0
35,0,M,African-American,Male,1,64,1
23,1,F,Other,Male,3,3,1
30,0,M,Other,Male,0,1,1
30,0,M,Other,Male,1,3,1
40,1,F,African-American,Female,15,65,1
34,1,F,African-American,Male,13,0,1
27,0,F,African-American,Male,10,0,1
34,0,M,Other,Male,3,0,1
37,0,F,Other,Male,2,0,1
30,0,M,African-American,Male,1,1,1
25,1,F,African-American,Male,7,0,0
53,1,F,Other,Female,6,10,1
28,0,M,Other,Female,1,1,1
27,1,F,Other,Male,1,0,1
26,1,F,African-American,Male,2,0,0
24,0,F,Other,Female,0,1,1
38,0,F,Other,Male,2,1,1
43,0,M,Other,Male,0,0,1
23,0,F,Other,Male,0,0,1
25,1,F,African-American,Male,10,7,0
29,0,F,Other,Male,0,89,0
28,0,F,Other,Male,5,0,1
29,0,F,Other,Male,2,2,1
24,1,F,Other,Male,2,2,1
24,1,F,Other,Male,0,0,1
45,0,F,Other,Female,1,1,1
56,0,F,Other,Male,6,0,1
30,0,M,African-American,Male,1,0,0
28,0,M,African-American,Male,0,0,1
23,0,F,Other,Male,2,22,0
30,1,F,African-American,Male,3,0,1
22,0,M,Other,Female,0,1,0
32,0,F,African-American,Female,0,0,1
35,0,F,African-American,Female,2,14,1
36,1,F,African-American,Male,1,31,0
57,0,F,Other,Male,0,0,1
50,1,M,Other,Male,1,40,1
24,1,F,African-American,Male,4,1,1
41,0,F,Other,Male,0,3,1
22,1,F,Other,Male,0,10,1
37,0,M,Other,Male,1,0,1
20,1,F,African-American,Male,2,58,1
50,0,F,Other,Male,5,5,1
27,0,F,African-American,Male,1,5,1
22,0,F,African-American,Female,0,5,1
25,0,F,African-American,Male,0,34,1
42,0,F,African-American,Male,0,1,1
22,0,F,African-American,Male,1,1,1
31,0,F,African-American,Male,0,0,1
39,1,F,African-American,Male,0,0,1
22,1,M,Other,Male,0,0,1
35,0,F,Other,Male,1,74,1
23,1,F,African-American,Male,3,44,0
26,0,F,African-American,Male,7,19,1
54,0,F,Other,Male,2,188,1
23,1,F,African-American,Male,2,6,1
21,0,F,Other,Male,0,5,1
24,1,F,African-American,Male,14,180,0
